,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
185144,Uttar Pradesh,SHAMLI,2012,Summer     ,Onion,0.008,0.087
185145,Uttar Pradesh,SHAMLI,2012,Summer     ,Rice,0.025,0.065
185146,Uttar Pradesh,SHAMLI,2012,Summer     ,Urad,0.59,0.331
185147,Uttar Pradesh,SHAMLI,2013,Kharif     ,Cotton,0.009,0.002
185148,Uttar Pradesh,SHAMLI,2013,Kharif     ,Chillies,0.056,0.045
185149,Uttar Pradesh,SHAMLI,2013,Kharif     ,Maize,0.079,0.094
185150,Uttar Pradesh,SHAMLI,2013,Kharif     ,Rice,19.778,52.234
185151,Uttar Pradesh,SHAMLI,2013,Kharif     ,Sesamum,0.023,0.003
185152,Uttar Pradesh,SHAMLI,2013,Kharif     ,Sugarcane,65.837,5045.221
185153,Uttar Pradesh,SHAMLI,2013,Kharif     ,Urad,0.437,0.195
185154,Uttar Pradesh,SHAMLI,2013,Rabi       ,Barley,0.175,0.503
185155,Uttar Pradesh,SHAMLI,2013,Rabi       ,Garlic,0.065,0.381
185156,Uttar Pradesh,SHAMLI,2013,Rabi       ,Gram,0.001,0.001
185157,Uttar Pradesh,SHAMLI,2013,Rabi       ,Onion,0.05,1.017
185158,Uttar Pradesh,SHAMLI,2013,Rabi       ,Peas & beans (Pulses),0.012,0.012
185159,Uttar Pradesh,SHAMLI,2013,Rabi       ,Potato,0.422,4.61
185161,Uttar Pradesh,SHAMLI,2013,Rabi       ,Wheat,46.385,173.665
185163,Uttar Pradesh,SHAMLI,2013,Summer     ,Onion,0.003,0.04
185164,Uttar Pradesh,SHAMLI,2013,Summer     ,Rice,0.078,0.206
185165,Uttar Pradesh,SHAMLI,2013,Summer     ,Urad,0.661,0.396
185166,Uttar Pradesh,SHAMLI,2014,Kharif     ,Chillies,0.047,0.039
185167,Uttar Pradesh,SHAMLI,2014,Kharif     ,Maize,0.067,0.095
185168,Uttar Pradesh,SHAMLI,2014,Kharif     ,Rice,22.666,59.952
185169,Uttar Pradesh,SHAMLI,2014,Kharif     ,Sesamum,0.017,0.003
185170,Uttar Pradesh,SHAMLI,2014,Kharif     ,Sugarcane,62.99,4966.384
185171,Uttar Pradesh,SHAMLI,2014,Kharif     ,Urad,0.424,0.36
185172,Uttar Pradesh,SHAMLI,2014,Rabi       ,Barley,0.103,0.177
185173,Uttar Pradesh,SHAMLI,2014,Rabi       ,Garlic,0.202,1.17
185174,Uttar Pradesh,SHAMLI,2014,Rabi       ,Onion,0.024,0.367
185175,Uttar Pradesh,SHAMLI,2014,Rabi       ,Peas & beans (Pulses),0.007,0.005
185176,Uttar Pradesh,SHAMLI,2014,Rabi       ,Potato,0.308,8.396
185178,Uttar Pradesh,SHAMLI,2014,Rabi       ,Wheat,49.296,149.367
185180,Uttar Pradesh,SHAMLI,2014,Summer     ,Onion,0.001,0.015
185181,Uttar Pradesh,SHAMLI,2014,Summer     ,Rice,0.257,0.68
185182,Uttar Pradesh,SHAMLI,2014,Summer     ,Urad,0.577,0.379
185360,Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Bajra,0.002,0.004
185361,Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Groundnut,0.322,0.233
185362,Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Jowar,0.252,0.283
185363,Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Maize,23.789,16.248
185364,Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Rice,66.17,95.152
185365,Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Sesamum,0.365,0.061
185366,Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Sugarcane,3.459,204.51
185367,Uttar Pradesh,SHRAVASTI,2006,Kharif     ,Sweet potato,0.049,0.669
185368,Uttar Pradesh,SHRAVASTI,2006,Rabi       ,Barley,0.05,0.1
185369,Uttar Pradesh,SHRAVASTI,2006,Rabi       ,Garlic,0.015,0.066
185370,Uttar Pradesh,SHRAVASTI,2006,Rabi       ,Gram,0.139,0.105
185371,Uttar Pradesh,SHRAVASTI,2006,Rabi       ,Linseed,0.1,0.035
185372,Uttar Pradesh,SHRAVASTI,2006,Rabi       ,Onion,0.041,0.786
185373,Uttar Pradesh,SHRAVASTI,2006,Rabi       ,Potato,0.46,10.045
185375,Uttar Pradesh,SHRAVASTI,2006,Rabi       ,Wheat,58.426,153.251
185376,Uttar Pradesh,SHRAVASTI,2006,Summer     ,Maize,0.521,0.691
185377,Uttar Pradesh,SHRAVASTI,2006,Summer     ,Onion,0.064,0.745
185378,Uttar Pradesh,SHRAVASTI,2006,Whole Year ,Banana,0.01,0.388
185380,Uttar Pradesh,SHRAVASTI,2006,Whole Year ,Chillies,0.008,0.007
185381,Uttar Pradesh,SHRAVASTI,2006,Whole Year ,Guar seed,0.062,0.052
185382,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Chillies,0.011,0.011
185383,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Groundnut,0.294,0.176
185384,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Guar seed,0.069,0.058
185385,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Jowar,0.067,0.063
185386,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Maize,22.774,16.329
185387,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Rice,69.358,129.561
185388,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Sesamum,0.515,0.079
185389,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Sugarcane,2.731,133.554
185390,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Sweet potato,0.009,0.121
185391,Uttar Pradesh,SHRAVASTI,2007,Kharif     ,Urad,0.251,0.11
185392,Uttar Pradesh,SHRAVASTI,2007,Rabi       ,Barley,0.078,0.173
185394,Uttar Pradesh,SHRAVASTI,2007,Rabi       ,Gram,0.262,0.196
185395,Uttar Pradesh,SHRAVASTI,2007,Rabi       ,Linseed,0.014,0.003
185396,Uttar Pradesh,SHRAVASTI,2007,Rabi       ,Onion,0.036,0.502
185397,Uttar Pradesh,SHRAVASTI,2007,Rabi       ,Potato,0.431,9.472
185398,Uttar Pradesh,SHRAVASTI,2007,Rabi       ,Wheat,59.47,137.614
185399,Uttar Pradesh,SHRAVASTI,2007,Summer     ,Maize,0.521,0.749
185401,Uttar Pradesh,SHRAVASTI,2007,Summer     ,Onion,0.064,1.225
185402,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Chillies,0.007,0.007
185403,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Groundnut,0.07,0.05
185404,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Guar seed,0.025,0.021
185405,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Jowar,0.111,0.123
185406,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Maize,14.273,10.291
185407,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Rice,71.092,162.801
185408,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Sesamum,0.292,0.048
185409,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Soyabean,0.042,0.036
185410,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Sugarcane,2.809,114.648
185411,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Sweet potato,0.005,0.062
185412,Uttar Pradesh,SHRAVASTI,2008,Kharif     ,Urad,0.348,0.187
185413,Uttar Pradesh,SHRAVASTI,2008,Rabi       ,Barley,0.198,0.458
185414,Uttar Pradesh,SHRAVASTI,2008,Rabi       ,Garlic,0.003,0.018
185415,Uttar Pradesh,SHRAVASTI,2008,Rabi       ,Gram,0.461,0.457
185416,Uttar Pradesh,SHRAVASTI,2008,Rabi       ,Linseed,0.338,0.152
185417,Uttar Pradesh,SHRAVASTI,2008,Rabi       ,Onion,0.253,2.966
185418,Uttar Pradesh,SHRAVASTI,2008,Rabi       ,Peas & beans (Pulses),0.216,0.261
185419,Uttar Pradesh,SHRAVASTI,2008,Rabi       ,Potato,0.58,11.889
185420,Uttar Pradesh,SHRAVASTI,2008,Rabi       ,Wheat,60.89,162.515
185421,Uttar Pradesh,SHRAVASTI,2008,Summer     ,Banana,0.004,0.153
185422,Uttar Pradesh,SHRAVASTI,2008,Summer     ,Maize,0.248,0.371
185424,Uttar Pradesh,SHRAVASTI,2008,Summer     ,Rice,0.012,0.027
185425,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Chillies,0.009,0.008
185426,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Groundnut,0.043,0.029
185427,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Guar seed,0.002,0.002
185428,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Jowar,0.01,0.01
185429,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Maize,10.041,6.768
185430,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Rice,68.558,147.125
185431,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Sesamum,0.215,0.022
185432,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Sugarcane,8.233,405.734
185433,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Sweet potato,0.02,0.272
185434,Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Urad,0.634,0.242
185435,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Barley,0.234,0.525
185437,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Garlic,0.001,0.005
185438,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Gram,0.403,0.333
185439,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Linseed,0.118,0.052
185440,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Onion,0.111,1.906
185441,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Peas & beans (Pulses),0.258,0.331
185442,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Potato,0.549,13.651
185443,Uttar Pradesh,SHRAVASTI,2009,Rabi       ,Wheat,58.266,155.622
185444,Uttar Pradesh,SHRAVASTI,2009,Summer     ,Banana,0.008,0.329
185445,Uttar Pradesh,SHRAVASTI,2009,Summer     ,Maize,0.085,0.124
185447,Uttar Pradesh,SHRAVASTI,2009,Summer     ,Onion,0.025,0.384
185448,Uttar Pradesh,SHRAVASTI,2009,Summer     ,Urad,0.04,0.025
185449,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Chillies,0.003,0.002
185450,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Groundnut,0.416,0.411
185451,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Guar seed,0.038,0.032
185452,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Jowar,0.09,0.099
185453,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Maize,16.14,11.863
185454,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Rice,71.137,135.658
185455,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Sesamum,0.68,0.134
185456,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Sugarcane,6.436,338.885
185457,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Sweet potato,0.021,0.259
185458,Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Urad,0.495,0.334
185459,Uttar Pradesh,SHRAVASTI,2010,Rabi       ,Barley,0.042,0.107
185460,Uttar Pradesh,SHRAVASTI,2010,Rabi       ,Gram,0.116,0.107
185461,Uttar Pradesh,SHRAVASTI,2010,Rabi       ,Linseed,0.025,0.011
185462,Uttar Pradesh,SHRAVASTI,2010,Rabi       ,Onion,0.031,0.571
185463,Uttar Pradesh,SHRAVASTI,2010,Rabi       ,Peas & beans (Pulses),0.145,0.169
185464,Uttar Pradesh,SHRAVASTI,2010,Rabi       ,Potato,0.401,9.783
185465,Uttar Pradesh,SHRAVASTI,2010,Rabi       ,Wheat,62.301,169.21
185466,Uttar Pradesh,SHRAVASTI,2010,Summer     ,Maize,0.107,0.157
185468,Uttar Pradesh,SHRAVASTI,2010,Summer     ,Urad,0.034,0.021
185469,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Chillies,0.004,0.003
185470,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Groundnut,0.29,0.29
185471,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Guar seed,0.036,0.029
185472,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Jowar,0.164,0.151
185473,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Maize,15.802,11.235
185474,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Rice,74.974,139.452
185475,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Sesamum,0.558,0.121
185476,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Sugarcane,6.838,393.56
185477,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Sweet potato,0.021,0.273
185478,Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Urad,0.571,0.382
185479,Uttar Pradesh,SHRAVASTI,2011,Rabi       ,Barley,0.149,0.4
185481,Uttar Pradesh,SHRAVASTI,2011,Rabi       ,Gram,0.139,0.164
185482,Uttar Pradesh,SHRAVASTI,2011,Rabi       ,Linseed,0.003,0.001
185483,Uttar Pradesh,SHRAVASTI,2011,Rabi       ,Maize,0.109,0.243
185484,Uttar Pradesh,SHRAVASTI,2011,Rabi       ,Onion,0.065,1.487
185485,Uttar Pradesh,SHRAVASTI,2011,Rabi       ,Peas & beans (Pulses),0.738,1.057
185486,Uttar Pradesh,SHRAVASTI,2011,Rabi       ,Potato,0.517,11.416
185488,Uttar Pradesh,SHRAVASTI,2011,Rabi       ,Wheat,67.143,198.34
185489,Uttar Pradesh,SHRAVASTI,2011,Summer     ,Banana,0.01,0.437
185490,Uttar Pradesh,SHRAVASTI,2011,Summer     ,Maize,0.124,0.205
185491,Uttar Pradesh,SHRAVASTI,2011,Summer     ,Onion,0.064,0.586
185492,Uttar Pradesh,SHRAVASTI,2011,Summer     ,Urad,0.028,0.019
185493,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Groundnut,0.215,0.213
185494,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Guar seed,0.012,0.01
185495,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Jowar,0.1,0.131
185496,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Maize,14.629,11.147
185497,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Rice,73.5,163.832
185498,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Sesamum,0.377,0.07
185499,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Sugarcane,7.126,394.448
185500,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Sweet potato,0.069,0.894
185501,Uttar Pradesh,SHRAVASTI,2012,Kharif     ,Urad,0.461,0.306
185502,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Barley,0.159,0.423
185504,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Garlic,0.053,0.275
185505,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Gram,0.122,0.135
185506,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Linseed,0.018,0.008
185507,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Maize,0.008,0.025
185508,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Onion,0.03,0.69
185509,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Peas & beans (Pulses),0.271,0.405
185510,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Potato,0.668,16.267
185512,Uttar Pradesh,SHRAVASTI,2012,Rabi       ,Wheat,63.787,171.523
185513,Uttar Pradesh,SHRAVASTI,2012,Summer     ,Maize,0.095,0.175
185515,Uttar Pradesh,SHRAVASTI,2012,Summer     ,Onion,0.082,0.958
185516,Uttar Pradesh,SHRAVASTI,2012,Summer     ,Urad,0.031,0.021
185517,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Bajra,0.002,0.004
185518,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Chillies,0.008,0.007
185519,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Groundnut,0.158,0.141
185520,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Guar seed,0.04,0.033
185521,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Jowar,0.162,0.158
185522,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Maize,19.101,15.93
185523,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Rice,75.337,155.119
185524,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Sesamum,0.296,0.043
185525,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Sugarcane,8.308,453.832
185526,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Sweet potato,0.048,0.635
185527,Uttar Pradesh,SHRAVASTI,2013,Kharif     ,Urad,0.545,0.243
185528,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Barley,0.038,0.109
185530,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Garlic,0.008,0.047
185531,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Gram,0.039,0.017
185532,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Linseed,0.063,0.025
185533,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Maize,0.016,0.057
185534,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Onion,0.067,1.363
185535,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Peas & beans (Pulses),0.666,0.66
185536,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Potato,0.794,16.805
185537,Uttar Pradesh,SHRAVASTI,2013,Rabi       ,Wheat,70.928,216.401
185538,Uttar Pradesh,SHRAVASTI,2013,Summer     ,Banana,0.008,0.348
185539,Uttar Pradesh,SHRAVASTI,2013,Summer     ,Maize,0.164,0.301
185540,Uttar Pradesh,SHRAVASTI,2013,Summer     ,Onion,0.095,1.278
185541,Uttar Pradesh,SHRAVASTI,2013,Summer     ,Urad,0.026,0.015
185542,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Bajra,0.003,0.006
185543,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Chillies,0.001,0.001
185544,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Groundnut,0.159,0.137
185545,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Guar seed,0.026,0.022
185546,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Jowar,0.026,0.027
185547,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Maize,10.87,8.381
185548,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Rice,79.949,173.889
185549,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Sesamum,0.227,0.045
185550,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Sugarcane,7.179,379.471
185551,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Urad,0.334,0.179
185552,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Barley,0.163,0.28
185554,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Garlic,0.003,0.018
185555,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Gram,0.123,0.037
185556,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Maize,0.002,0.005
185557,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Onion,0.022,0.337
185558,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Peas & beans (Pulses),0.592,0.447
185559,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Potato,0.465,10.49
185561,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Wheat,68.165,182.41
185562,Uttar Pradesh,SHRAVASTI,2014,Summer     ,Banana,0.007,0.316
185563,Uttar Pradesh,SHRAVASTI,2014,Summer     ,Maize,0.119,0.212
185564,Uttar Pradesh,SHRAVASTI,2014,Summer     ,Onion,0.09,1.706
185565,Uttar Pradesh,SHRAVASTI,2014,Summer     ,Urad,0.011,0.006
185740,Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Bajra,0.092,0.153
185741,Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Groundnut,0.07,0.051
185742,Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Jowar,0.022,0.026
185743,Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Maize,0.819,1.086
185744,Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Rice,170.011,236.995
185745,Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Sugarcane,5.069,269.245
185746,Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Sweet potato,0.109,1.488
185747,Uttar Pradesh,SIDDHARTH NAGAR,2006,Rabi       ,Barley,0.003,0.007
185748,Uttar Pradesh,SIDDHARTH NAGAR,2006,Rabi       ,Garlic,0.03,0.132
185749,Uttar Pradesh,SIDDHARTH NAGAR,2006,Rabi       ,Gram,0.064,0.047
185750,Uttar Pradesh,SIDDHARTH NAGAR,2006,Rabi       ,Linseed,0.9,0.316
185751,Uttar Pradesh,SIDDHARTH NAGAR,2006,Rabi       ,Onion,0.029,0.556
185752,Uttar Pradesh,SIDDHARTH NAGAR,2006,Rabi       ,Potato,2.56,55.903
185753,Uttar Pradesh,SIDDHARTH NAGAR,2006,Rabi       ,Wheat,152.837,385.149
185754,Uttar Pradesh,SIDDHARTH NAGAR,2006,Summer     ,Maize,0.394,0.522
185755,Uttar Pradesh,SIDDHARTH NAGAR,2006,Summer     ,Onion,0.177,2.061
185756,Uttar Pradesh,SIDDHARTH NAGAR,2006,Whole Year ,Banana,0.009,0.349
185758,Uttar Pradesh,SIDDHARTH NAGAR,2006,Whole Year ,Chillies,0.013,0.013
185759,Uttar Pradesh,SIDDHARTH NAGAR,2006,Whole Year ,Guar seed,0.012,0.01
185760,Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Chillies,0.019,0.018
185761,Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Groundnut,0.07,0.042
185762,Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Guar seed,0.035,0.029
185763,Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Maize,0.504,0.724
185764,Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Rice,187.537,391.39
185765,Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Sugarcane,4.024,207.992
185766,Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Sweet potato,0.055,0.74
185767,Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,Urad,0.625,0.274
185768,Uttar Pradesh,SIDDHARTH NAGAR,2007,Rabi       ,Barley,0.007,0.016
185770,Uttar Pradesh,SIDDHARTH NAGAR,2007,Rabi       ,Gram,0.05,0.037
185771,Uttar Pradesh,SIDDHARTH NAGAR,2007,Rabi       ,Linseed,0.019,0.005
185772,Uttar Pradesh,SIDDHARTH NAGAR,2007,Rabi       ,Maize,0.524,1.472
185773,Uttar Pradesh,SIDDHARTH NAGAR,2007,Rabi       ,Onion,0.145,2.026
185774,Uttar Pradesh,SIDDHARTH NAGAR,2007,Rabi       ,Potato,2.352,51.688
185775,Uttar Pradesh,SIDDHARTH NAGAR,2007,Rabi       ,Wheat,167.141,375.232
185776,Uttar Pradesh,SIDDHARTH NAGAR,2007,Summer     ,Onion,0.023,0.311
185777,Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Chillies,0.012,0.012
185778,Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Groundnut,0.126,0.09
185779,Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Guar seed,0.032,0.027
185780,Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Maize,0.667,0.998
185781,Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Rice,171.877,405.973
185782,Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Sugarcane,2.249,104.209
185783,Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Sweet potato,0.058,0.712
185784,Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,Urad,0.71,0.382
185785,Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Barley,0.007,0.015
185787,Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Garlic,0.045,0.265
185788,Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Gram,0.305,0.301
185789,Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Linseed,1.553,0.699
185790,Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Onion,0.211,2.473
185791,Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Peas & beans (Pulses),3.737,4.511
185792,Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Potato,2.12,43.458
185793,Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Wheat,167.255,422.821
185794,Uttar Pradesh,SIDDHARTH NAGAR,2008,Summer     ,Banana,0.001,0.038
185795,Uttar Pradesh,SIDDHARTH NAGAR,2008,Summer     ,Maize,0.189,0.283
185796,Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,Groundnut,0.04,0.027
185797,Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,Guar seed,0.036,0.03
185798,Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,Maize,0.699,1.017
185799,Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,Rice,172.893,363.94
185800,Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,Sugarcane,2.577,131.355
185801,Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,Sweet potato,0.06,0.816
185802,Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,Urad,0.233,0.089
185803,Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Barley,0.006,0.014
185805,Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Garlic,0.128,0.68
185806,Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Gram,0.212,0.175
185807,Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Linseed,1.533,0.676
185808,Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Onion,0.18,3.091
185809,Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Peas & beans (Pulses),3.19,4.094
185810,Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Potato,1.941,48.265
185811,Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,Wheat,166.621,388.394
185812,Uttar Pradesh,SIDDHARTH NAGAR,2009,Summer     ,Banana,0.046,1.892
185813,Uttar Pradesh,SIDDHARTH NAGAR,2009,Summer     ,Maize,0.272,0.395
185814,Uttar Pradesh,SIDDHARTH NAGAR,2009,Summer     ,Onion,0.201,2.792
185815,Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Groundnut,0.039,0.039
185816,Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Guar seed,0.034,0.028
185817,Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Maize,0.608,0.702
185818,Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Rice,175.157,415.297
185819,Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Sugarcane,2.343,123.026
185820,Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Sweet potato,0.065,0.8
185821,Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Urad,0.231,0.156
