,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
32323,Bihar,GOPALGANJ,2008,Rabi       ,Potato,2647.0,13156.0
32325,Bihar,GOPALGANJ,2008,Rabi       ,Safflower,11.0,9.0
32326,Bihar,GOPALGANJ,2008,Rabi       ,Wheat,78765.0,123121.0
32327,Bihar,GOPALGANJ,2008,Summer     ,Maize,1495.0,4879.0
32328,Bihar,GOPALGANJ,2008,Summer     ,Moong(Green Gram),906.0,607.0
32329,Bihar,GOPALGANJ,2008,Whole Year ,Chillies,1.0,1.0
32330,Bihar,GOPALGANJ,2008,Whole Year ,Garlic,22.0,35.0
32331,Bihar,GOPALGANJ,2008,Whole Year ,Onion,17.0,158.0
32332,Bihar,GOPALGANJ,2008,Whole Year ,Sugarcane,27037.0,1193615.0
32333,Bihar,GOPALGANJ,2008,Winter     ,Rice,26995.0,30848.0
32334,Bihar,GOPALGANJ,2009,Autumn     ,Maize,8102.0,9425.0
32335,Bihar,GOPALGANJ,2009,Autumn     ,Rice,60987.0,53444.0
32337,Bihar,GOPALGANJ,2009,Kharif     ,Bajra,96.0,107.0
32338,Bihar,GOPALGANJ,2009,Kharif     ,Jute,1.0,9.0
32339,Bihar,GOPALGANJ,2009,Kharif     ,Mesta,12.0,86.0
32340,Bihar,GOPALGANJ,2009,Kharif     ,Moong(Green Gram),97.0,64.0
32341,Bihar,GOPALGANJ,2009,Kharif     ,Ragi,134.0,42.0
32342,Bihar,GOPALGANJ,2009,Kharif     ,Sannhamp,45.0,37.0
32344,Bihar,GOPALGANJ,2009,Kharif     ,Urad,53.0,52.0
32345,Bihar,GOPALGANJ,2009,Rabi       ,Barley,77.0,87.0
32346,Bihar,GOPALGANJ,2009,Rabi       ,Gram,4.0,5.0
32347,Bihar,GOPALGANJ,2009,Rabi       ,Khesari,1.0,1.0
32348,Bihar,GOPALGANJ,2009,Rabi       ,Linseed,49.0,41.0
32349,Bihar,GOPALGANJ,2009,Rabi       ,Maize,5789.0,29692.0
32352,Bihar,GOPALGANJ,2009,Rabi       ,Peas & beans (Pulses),453.0,453.0
32354,Bihar,GOPALGANJ,2009,Rabi       ,Wheat,83878.0,169769.0
32355,Bihar,GOPALGANJ,2009,Summer     ,Maize,1587.0,2727.0
32356,Bihar,GOPALGANJ,2009,Summer     ,Moong(Green Gram),956.0,263.0
32357,Bihar,GOPALGANJ,2009,Whole Year ,Sugarcane,26926.0,1255002.0
32359,Bihar,GOPALGANJ,2009,Winter     ,Rice,29026.0,25563.0
32360,Bihar,GOPALGANJ,2010,Autumn     ,Maize,8468.0,4286.0
32361,Bihar,GOPALGANJ,2010,Autumn     ,Rice,62233.0,62637.0
32363,Bihar,GOPALGANJ,2010,Kharif     ,Bajra,14.0,16.0
32364,Bihar,GOPALGANJ,2010,Kharif     ,Jute,1.0,9.0
32365,Bihar,GOPALGANJ,2010,Kharif     ,Mesta,12.0,101.0
32366,Bihar,GOPALGANJ,2010,Kharif     ,Moong(Green Gram),59.0,39.0
32367,Bihar,GOPALGANJ,2010,Kharif     ,Ragi,138.0,119.0
32368,Bihar,GOPALGANJ,2010,Kharif     ,Sesamum,32.0,25.0
32370,Bihar,GOPALGANJ,2010,Kharif     ,Urad,53.0,46.0
32371,Bihar,GOPALGANJ,2010,Rabi       ,Barley,25.0,33.0
32372,Bihar,GOPALGANJ,2010,Rabi       ,Khesari,18.0,18.0
32373,Bihar,GOPALGANJ,2010,Rabi       ,Linseed,15.0,12.0
32374,Bihar,GOPALGANJ,2010,Rabi       ,Maize,5964.0,29331.0
32377,Bihar,GOPALGANJ,2010,Rabi       ,Peas & beans (Pulses),482.0,499.0
32379,Bihar,GOPALGANJ,2010,Rabi       ,Wheat,83427.0,282764.0
32380,Bihar,GOPALGANJ,2010,Summer     ,Maize,1934.0,5699.0
32381,Bihar,GOPALGANJ,2010,Summer     ,Moong(Green Gram),1218.0,1946.0
32382,Bihar,GOPALGANJ,2010,Whole Year ,Sugarcane,30872.0,1234820.0
32384,Bihar,GOPALGANJ,2010,Winter     ,Rice,26336.0,21453.0
32385,Bihar,GOPALGANJ,2011,Autumn     ,Maize,6775.0,13228.0
32386,Bihar,GOPALGANJ,2011,Autumn     ,Rice,60607.0,111917.0
32388,Bihar,GOPALGANJ,2011,Kharif     ,Bajra,11.0,12.0
32389,Bihar,GOPALGANJ,2011,Kharif     ,Moong(Green Gram),13.0,8.0
32391,Bihar,GOPALGANJ,2011,Kharif     ,Ragi,54.0,99.0
32393,Bihar,GOPALGANJ,2011,Kharif     ,Urad,49.0,45.0
32394,Bihar,GOPALGANJ,2011,Rabi       ,Barley,15.0,23.0
32395,Bihar,GOPALGANJ,2011,Rabi       ,Khesari,5.0,6.0
32396,Bihar,GOPALGANJ,2011,Rabi       ,Linseed,15.0,13.0
32397,Bihar,GOPALGANJ,2011,Rabi       ,Maize,5193.0,18456.0
32399,Bihar,GOPALGANJ,2011,Rabi       ,Peas & beans (Pulses),504.0,520.0
32401,Bihar,GOPALGANJ,2011,Rabi       ,Wheat,83865.0,275971.0
32402,Bihar,GOPALGANJ,2011,Summer     ,Maize,1899.0,7023.0
32403,Bihar,GOPALGANJ,2011,Summer     ,Moong(Green Gram),1332.0,817.0
32405,Bihar,GOPALGANJ,2011,Winter     ,Rice,29790.0,72625.0
32406,Bihar,GOPALGANJ,2012,Autumn     ,Maize,6758.0,22279.0
32407,Bihar,GOPALGANJ,2012,Autumn     ,Rice,58866.0,127353.0
32409,Bihar,GOPALGANJ,2012,Kharif     ,Bajra,40.0,46.0
32410,Bihar,GOPALGANJ,2012,Kharif     ,Moong(Green Gram),44.0,40.0
32411,Bihar,GOPALGANJ,2012,Kharif     ,Ragi,61.0,74.0
32412,Bihar,GOPALGANJ,2012,Kharif     ,Sannhamp,7.0,6.0
32414,Bihar,GOPALGANJ,2012,Kharif     ,Urad,12.0,11.0
32415,Bihar,GOPALGANJ,2012,Rabi       ,Linseed,15.0,13.0
32416,Bihar,GOPALGANJ,2012,Rabi       ,Maize,5461.0,18698.0
32418,Bihar,GOPALGANJ,2012,Rabi       ,Peas & beans (Pulses),432.0,450.0
32420,Bihar,GOPALGANJ,2012,Rabi       ,Wheat,84690.0,291749.0
32421,Bihar,GOPALGANJ,2012,Summer     ,Maize,2018.0,5731.0
32422,Bihar,GOPALGANJ,2012,Summer     ,Moong(Green Gram),1816.0,1037.0
32423,Bihar,GOPALGANJ,2012,Whole Year ,Sugarcane,22724.0,1123865.0
32425,Bihar,GOPALGANJ,2012,Winter     ,Rice,28816.0,82729.0
32426,Bihar,GOPALGANJ,2013,Autumn     ,Maize,6044.0,15786.0
32427,Bihar,GOPALGANJ,2013,Autumn     ,Rice,54642.0,87882.0
32429,Bihar,GOPALGANJ,2013,Kharif     ,Moong(Green Gram),30.0,27.0
32431,Bihar,GOPALGANJ,2013,Kharif     ,Ragi,36.0,31.0
32433,Bihar,GOPALGANJ,2013,Kharif     ,Urad,24.0,22.0
32434,Bihar,GOPALGANJ,2013,Rabi       ,Maize,4578.0,12425.0
32436,Bihar,GOPALGANJ,2013,Rabi       ,Peas & beans (Pulses),455.0,569.0
32438,Bihar,GOPALGANJ,2013,Rabi       ,Wheat,78549.0,250842.0
32439,Bihar,GOPALGANJ,2013,Summer     ,Maize,1392.0,6708.0
32440,Bihar,GOPALGANJ,2013,Summer     ,Moong(Green Gram),1303.0,876.0
32441,Bihar,GOPALGANJ,2013,Whole Year ,Sugarcane,27119.0,1475256.0
32443,Bihar,GOPALGANJ,2013,Winter     ,Rice,30239.0,45090.0
32444,Bihar,GOPALGANJ,2014,Autumn     ,Maize,5803.0,14214.0
32445,Bihar,GOPALGANJ,2014,Autumn     ,Rice,55887.0,104540.0
32447,Bihar,GOPALGANJ,2014,Kharif     ,Moong(Green Gram),2.0,2.0
32449,Bihar,GOPALGANJ,2014,Kharif     ,Ragi,39.0,57.0
32451,Bihar,GOPALGANJ,2014,Kharif     ,Urad,110.0,100.0
32452,Bihar,GOPALGANJ,2014,Rabi       ,Maize,9399.0,25819.0
32454,Bihar,GOPALGANJ,2014,Rabi       ,Peas & beans (Pulses),411.0,514.0
32456,Bihar,GOPALGANJ,2014,Rabi       ,Wheat,73939.0,71480.0
32457,Bihar,GOPALGANJ,2014,Summer     ,Maize,1488.0,5162.0
32458,Bihar,GOPALGANJ,2014,Summer     ,Moong(Green Gram),1063.0,1101.0
32459,Bihar,GOPALGANJ,2014,Whole Year ,Sugarcane,24795.0,1432537.0
32461,Bihar,GOPALGANJ,2014,Winter     ,Rice,28891.0,61283.0
32463,Bihar,JAMUI,1997,Kharif     ,Maize,4680.0,5800.0
32465,Bihar,JAMUI,1997,Rabi       ,Barley,1024.0,346.0
32466,Bihar,JAMUI,1997,Rabi       ,Gram,2799.0,1010.0
32467,Bihar,JAMUI,1997,Rabi       ,Linseed,439.0,202.0
32468,Bihar,JAMUI,1997,Rabi       ,Maize,388.0,1465.0
32471,Bihar,JAMUI,1997,Rabi       ,Wheat,19299.0,24094.0
32472,Bihar,JAMUI,1997,Summer     ,Maize,297.0,647.0
32473,Bihar,JAMUI,1997,Summer     ,Rice,112.0,226.0
32474,Bihar,JAMUI,1997,Whole Year ,Onion,153.0,1363.0
32475,Bihar,JAMUI,1997,Whole Year ,Potato,1070.0,10640.0
32476,Bihar,JAMUI,1997,Whole Year ,Ragi,227.0,199.0
32477,Bihar,JAMUI,1997,Whole Year ,Sugarcane,530.0,29361.0
32478,Bihar,JAMUI,1997,Winter     ,Rice,31966.0,36808.0
32480,Bihar,JAMUI,1998,Kharif     ,Bajra,38.0,22.0
32481,Bihar,JAMUI,1998,Kharif     ,Blackgram,16.0,11.0
32482,Bihar,JAMUI,1998,Kharif     ,Maize,3634.0,617.0
32484,Bihar,JAMUI,1998,Kharif     ,Ragi,206.0,175.0
32485,Bihar,JAMUI,1998,Rabi       ,Barley,1423.0,1409.0
32486,Bihar,JAMUI,1998,Rabi       ,Gram,1661.0,1546.0
32487,Bihar,JAMUI,1998,Rabi       ,Linseed,247.0,136.0
32488,Bihar,JAMUI,1998,Rabi       ,Maize,173.0,619.0
32491,Bihar,JAMUI,1998,Rabi       ,Wheat,20253.0,24345.0
32492,Bihar,JAMUI,1998,Summer     ,Maize,370.0,919.0
32493,Bihar,JAMUI,1998,Summer     ,Rice,91.0,203.0
32494,Bihar,JAMUI,1998,Whole Year ,Onion,278.0,4209.0
32495,Bihar,JAMUI,1998,Whole Year ,Potato,1560.0,15110.0
32496,Bihar,JAMUI,1998,Whole Year ,Sugarcane,626.0,30927.0
32497,Bihar,JAMUI,1998,Winter     ,Rice,43790.0,46941.0
32499,Bihar,JAMUI,1999,Kharif     ,Horse-gram,1716.0,1357.0
32500,Bihar,JAMUI,1999,Kharif     ,Jowar,1367.0,1623.0
32501,Bihar,JAMUI,1999,Kharif     ,Maize,5070.0,8085.0
32502,Bihar,JAMUI,1999,Kharif     ,Moong(Green Gram),236.0,120.0
32503,Bihar,JAMUI,1999,Kharif     ,Ragi,198.0,195.0
32504,Bihar,JAMUI,1999,Kharif     ,Urad,15.0,11.0
32505,Bihar,JAMUI,1999,Rabi       ,Gram,1589.0,1567.0
32506,Bihar,JAMUI,1999,Rabi       ,Khesari,152.0,164.0
32507,Bihar,JAMUI,1999,Rabi       ,Linseed,301.0,169.0
32508,Bihar,JAMUI,1999,Rabi       ,Maize,215.0,786.0
32510,Bihar,JAMUI,1999,Rabi       ,Moong(Green Gram),1141.0,859.0
32511,Bihar,JAMUI,1999,Rabi       ,Peas & beans (Pulses),174.0,124.0
32513,Bihar,JAMUI,1999,Rabi       ,Wheat,18210.0,23381.0
32514,Bihar,JAMUI,1999,Summer     ,Maize,833.0,2922.0
32515,Bihar,JAMUI,1999,Summer     ,Rice,61.0,132.0
32516,Bihar,JAMUI,1999,Whole Year ,Onion,493.0,5231.0
32517,Bihar,JAMUI,1999,Whole Year ,Potato,1489.0,16204.0
32518,Bihar,JAMUI,1999,Whole Year ,Sugarcane,303.0,13642.0
32519,Bihar,JAMUI,2000,Autumn     ,Rice,47556.0,50836.0
32521,Bihar,JAMUI,2000,Kharif     ,Horse-gram,1515.0,1171.0
32522,Bihar,JAMUI,2000,Kharif     ,Jowar,19.0,17.0
32523,Bihar,JAMUI,2000,Kharif     ,Maize,5758.0,7525.0
32524,Bihar,JAMUI,2000,Kharif     ,Moong(Green Gram),289.0,201.0
32526,Bihar,JAMUI,2000,Kharif     ,Ragi,217.0,238.0
32527,Bihar,JAMUI,2000,Kharif     ,Sunflower,3.0,4.0
32528,Bihar,JAMUI,2000,Kharif     ,Urad,28.0,17.0
32529,Bihar,JAMUI,2000,Rabi       ,Barley,691.0,658.0
32530,Bihar,JAMUI,2000,Rabi       ,Gram,1176.0,1148.0
32531,Bihar,JAMUI,2000,Rabi       ,Khesari,1388.0,1319.0
32532,Bihar,JAMUI,2000,Rabi       ,Linseed,264.0,180.0
32533,Bihar,JAMUI,2000,Rabi       ,Maize,125.0,458.0
32535,Bihar,JAMUI,2000,Rabi       ,Moong(Green Gram),228.0,111.0
32536,Bihar,JAMUI,2000,Rabi       ,Peas & beans (Pulses),59.0,47.0
32538,Bihar,JAMUI,2000,Rabi       ,Wheat,20851.0,23128.0
32539,Bihar,JAMUI,2000,Summer     ,Maize,345.0,957.0
32540,Bihar,JAMUI,2000,Summer     ,Rice,41.0,57.0
32541,Bihar,JAMUI,2000,Whole Year ,Onion,249.0,1962.0
32542,Bihar,JAMUI,2000,Whole Year ,Potato,1496.0,16289.0
32543,Bihar,JAMUI,2000,Whole Year ,Sugarcane,617.0,28946.0
32544,Bihar,JAMUI,2001,Autumn     ,Maize,5382.0,9965.0
32545,Bihar,JAMUI,2001,Autumn     ,Rice,37942.0,27533.0
32547,Bihar,JAMUI,2001,Kharif     ,Horse-gram,977.0,785.0
32548,Bihar,JAMUI,2001,Kharif     ,Moong(Green Gram),283.0,350.0
32549,Bihar,JAMUI,2001,Kharif     ,Ragi,6.0,5.0
32550,Bihar,JAMUI,2001,Kharif     ,Rice,39.0,65.0
32551,Bihar,JAMUI,2001,Kharif     ,Urad,19.0,15.0
32552,Bihar,JAMUI,2001,Rabi       ,Barley,668.0,399.0
32553,Bihar,JAMUI,2001,Rabi       ,Gram,1043.0,834.0
32554,Bihar,JAMUI,2001,Rabi       ,Khesari,1150.0,859.0
32555,Bihar,JAMUI,2001,Rabi       ,Linseed,271.0,192.0
32556,Bihar,JAMUI,2001,Rabi       ,Maize,171.0,646.0
32559,Bihar,JAMUI,2001,Rabi       ,Peas & beans (Pulses),109.0,107.0
32561,Bihar,JAMUI,2001,Rabi       ,Wheat,20490.0,27920.0
32562,Bihar,JAMUI,2001,Summer     ,Maize,341.0,803.0
32563,Bihar,JAMUI,2001,Whole Year ,Onion,340.0,4954.0
32564,Bihar,JAMUI,2001,Whole Year ,Potato,1458.0,14594.0
32565,Bihar,JAMUI,2001,Whole Year ,Sugarcane,657.0,34314.0
32567,Bihar,JAMUI,2002,Autumn     ,Maize,5949.0,6331.0
32569,Bihar,JAMUI,2002,Kharif     ,Castor seed,12.0,12.0
32570,Bihar,JAMUI,2002,Kharif     ,Mesta,30.0,180.0
32571,Bihar,JAMUI,2002,Kharif     ,Moong(Green Gram),194.0,70.0
32572,Bihar,JAMUI,2002,Kharif     ,Ragi,54.0,37.0
32573,Bihar,JAMUI,2002,Kharif     ,Urad,16.0,11.0
32574,Bihar,JAMUI,2002,Rabi       ,Barley,1313.0,1142.0
32575,Bihar,JAMUI,2002,Rabi       ,Gram,1613.0,1413.0
32576,Bihar,JAMUI,2002,Rabi       ,Khesari,954.0,835.0
32577,Bihar,JAMUI,2002,Rabi       ,Linseed,304.0,231.0
32578,Bihar,JAMUI,2002,Rabi       ,Maize,273.0,616.0
32581,Bihar,JAMUI,2002,Rabi       ,Peas & beans (Pulses),51.0,46.0
32583,Bihar,JAMUI,2002,Rabi       ,Wheat,17278.0,19868.0
32584,Bihar,JAMUI,2002,Summer     ,Maize,311.0,613.0
32585,Bihar,JAMUI,2002,Summer     ,Moong(Green Gram),346.0,173.0
32586,Bihar,JAMUI,2002,Whole Year ,Garlic,1.0,1.0
32587,Bihar,JAMUI,2002,Whole Year ,Onion,186.0,1598.0
32588,Bihar,JAMUI,2002,Whole Year ,Potato,1688.0,16815.0
32589,Bihar,JAMUI,2002,Whole Year ,Sugarcane,613.0,29480.0
32590,Bihar,JAMUI,2002,Winter     ,Rice,53386.0,70195.0
32592,Bihar,JAMUI,2003,Kharif     ,Horse-gram,1673.0,1236.0
32593,Bihar,JAMUI,2003,Kharif     ,Maize,6101.0,8309.0
32594,Bihar,JAMUI,2003,Kharif     ,Mesta,76.0,527.0
32595,Bihar,JAMUI,2003,Kharif     ,Moong(Green Gram),191.0,111.0
32597,Bihar,JAMUI,2003,Kharif     ,Ragi,9.0,6.0
32598,Bihar,JAMUI,2003,Kharif     ,Sunflower,2.0,3.0
32599,Bihar,JAMUI,2003,Rabi       ,Barley,1335.0,1179.0
32600,Bihar,JAMUI,2003,Rabi       ,Gram,1639.0,1310.0
32601,Bihar,JAMUI,2003,Rabi       ,Khesari,1330.0,1334.0
32602,Bihar,JAMUI,2003,Rabi       ,Linseed,290.0,215.0
32603,Bihar,JAMUI,2003,Rabi       ,Maize,226.0,742.0
32606,Bihar,JAMUI,2003,Rabi       ,Peas & beans (Pulses),60.0,56.0
32608,Bihar,JAMUI,2003,Rabi       ,Wheat,16972.0,22120.0
32609,Bihar,JAMUI,2003,Summer     ,Maize,323.0,1077.0
32610,Bihar,JAMUI,2003,Summer     ,Moong(Green Gram),340.0,165.0
32611,Bihar,JAMUI,2003,Whole Year ,Garlic,1.0,2.0
32612,Bihar,JAMUI,2003,Whole Year ,Onion,141.0,1338.0
32613,Bihar,JAMUI,2003,Whole Year ,Potato,2161.0,23642.0
32614,Bihar,JAMUI,2003,Whole Year ,Sugarcane,482.0,22253.0
32615,Bihar,JAMUI,2003,Winter     ,Rice,52784.0,60080.0
32617,Bihar,JAMUI,2004,Kharif     ,Horse-gram,1183.0,956.0
32618,Bihar,JAMUI,2004,Kharif     ,Maize,5633.0,2980.0
32619,Bihar,JAMUI,2004,Kharif     ,Mesta,67.0,535.0
32620,Bihar,JAMUI,2004,Kharif     ,Moong(Green Gram),239.0,135.0
32622,Bihar,JAMUI,2004,Kharif     ,Ragi,40.0,27.0
32623,Bihar,JAMUI,2004,Rabi       ,Barley,1263.0,1331.0
32624,Bihar,JAMUI,2004,Rabi       ,Gram,1559.0,959.0
32625,Bihar,JAMUI,2004,Rabi       ,Khesari,908.0,459.0
32626,Bihar,JAMUI,2004,Rabi       ,Linseed,268.0,226.0
32627,Bihar,JAMUI,2004,Rabi       ,Maize,216.0,682.0
32630,Bihar,JAMUI,2004,Rabi       ,Peas & beans (Pulses),57.0,50.0
32632,Bihar,JAMUI,2004,Rabi       ,Wheat,15177.0,17409.0
32633,Bihar,JAMUI,2004,Summer     ,Maize,349.0,771.0
32634,Bihar,JAMUI,2004,Summer     ,Moong(Green Gram),356.0,163.0
32635,Bihar,JAMUI,2004,Whole Year ,Garlic,1.0,2.0
32636,Bihar,JAMUI,2004,Whole Year ,Onion,135.0,787.0
32637,Bihar,JAMUI,2004,Whole Year ,Potato,1764.0,16560.0
32638,Bihar,JAMUI,2004,Whole Year ,Sugarcane,491.0,23159.0
32639,Bihar,JAMUI,2004,Winter     ,Rice,48284.0,20970.0
32641,Bihar,JAMUI,2005,Kharif     ,Horse-gram,1228.0,1056.0
32642,Bihar,JAMUI,2005,Kharif     ,Maize,5330.0,2896.0
32643,Bihar,JAMUI,2005,Kharif     ,Moong(Green Gram),146.0,85.0
32644,Bihar,JAMUI,2005,Kharif     ,Ragi,8.0,7.0
32645,Bihar,JAMUI,2005,Kharif     ,Urad,1.0,1.0
32646,Bihar,JAMUI,2005,Rabi       ,Barley,291.0,251.0
32647,Bihar,JAMUI,2005,Rabi       ,Gram,931.0,681.0
32648,Bihar,JAMUI,2005,Rabi       ,Khesari,378.0,454.0
32649,Bihar,JAMUI,2005,Rabi       ,Linseed,224.0,184.0
32650,Bihar,JAMUI,2005,Rabi       ,Maize,56.0,221.0
32653,Bihar,JAMUI,2005,Rabi       ,Peas & beans (Pulses),84.0,81.0
32655,Bihar,JAMUI,2005,Rabi       ,Wheat,9610.0,9443.0
32656,Bihar,JAMUI,2005,Summer     ,Maize,164.0,342.0
32657,Bihar,JAMUI,2005,Summer     ,Moong(Green Gram),133.0,81.0
32658,Bihar,JAMUI,2005,Whole Year ,Onion,48.0,419.0
32659,Bihar,JAMUI,2005,Whole Year ,Potato,1254.0,10759.0
32660,Bihar,JAMUI,2005,Whole Year ,Sugarcane,287.0,4747.0
32661,Bihar,JAMUI,2005,Winter     ,Rice,38706.0,16931.0
32663,Bihar,JAMUI,2006,Kharif     ,Maize,4725.0,4495.0
32664,Bihar,JAMUI,2006,Kharif     ,Moong(Green Gram),76.0,48.0
32665,Bihar,JAMUI,2006,Kharif     ,Ragi,17.0,15.0
32666,Bihar,JAMUI,2006,Kharif     ,Urad,1.0,1.0
32667,Bihar,JAMUI,2006,Rabi       ,Barley,462.0,705.0
32668,Bihar,JAMUI,2006,Rabi       ,Gram,901.0,119.0
32669,Bihar,JAMUI,2006,Rabi       ,Khesari,387.0,478.0
32670,Bihar,JAMUI,2006,Rabi       ,Linseed,246.0,202.0
32671,Bihar,JAMUI,2006,Rabi       ,Maize,92.0,455.0
32673,Bihar,JAMUI,2006,Rabi       ,Peas & beans (Pulses),23.0,21.0
32675,Bihar,JAMUI,2006,Rabi       ,Sunflower,2.0,3.0
32676,Bihar,JAMUI,2006,Rabi       ,Wheat,11777.0,17647.0
32677,Bihar,JAMUI,2006,Summer     ,Maize,216.0,661.0
32678,Bihar,JAMUI,2006,Summer     ,Moong(Green Gram),125.0,66.0
32679,Bihar,JAMUI,2006,Winter     ,Rice,50289.0,88727.0
32680,Bihar,JAMUI,2007,Autumn     ,Maize,4135.0,14158.0
32681,Bihar,JAMUI,2007,Autumn     ,Rice,7.0,
32683,Bihar,JAMUI,2007,Kharif     ,Moong(Green Gram),128.0,67.0
32684,Bihar,JAMUI,2007,Kharif     ,Ragi,4.0,2.0
32685,Bihar,JAMUI,2007,Kharif     ,Urad,1.0,1.0
32686,Bihar,JAMUI,2007,Rabi       ,Barley,537.0,612.0
32687,Bihar,JAMUI,2007,Rabi       ,Gram,1200.0,574.0
32688,Bihar,JAMUI,2007,Rabi       ,Khesari,187.0,180.0
32689,Bihar,JAMUI,2007,Rabi       ,Linseed,164.0,134.0
32690,Bihar,JAMUI,2007,Rabi       ,Maize,211.0,1063.0
32693,Bihar,JAMUI,2007,Rabi       ,Peas & beans (Pulses),37.0,37.0
32695,Bihar,JAMUI,2007,Rabi       ,Wheat,13801.0,24261.0
32696,Bihar,JAMUI,2007,Summer     ,Maize,202.0,596.0
32697,Bihar,JAMUI,2007,Summer     ,Moong(Green Gram),147.0,140.0
32698,Bihar,JAMUI,2007,Whole Year ,Potato,1449.0,12784.0
32699,Bihar,JAMUI,2007,Whole Year ,Sugarcane,671.0,9551.0
32700,Bihar,JAMUI,2007,Winter     ,Rice,43788.0,81148.0
32701,Bihar,JAMUI,2008,Autumn     ,Maize,3967.0,5977.0
32703,Bihar,JAMUI,2008,Kharif     ,Moong(Green Gram),104.0,58.0
32704,Bihar,JAMUI,2008,Kharif     ,Potato,600.0,4500.0
32705,Bihar,JAMUI,2008,Kharif     ,Urad,1.0,1.0
32706,Bihar,JAMUI,2008,Rabi       ,Barley,562.0,371.0
32707,Bihar,JAMUI,2008,Rabi       ,Gram,1188.0,652.0
32708,Bihar,JAMUI,2008,Rabi       ,Khesari,207.0,200.0
32709,Bihar,JAMUI,2008,Rabi       ,Linseed,211.0,173.0
32710,Bihar,JAMUI,2008,Rabi       ,Maize,211.0,793.0
32713,Bihar,JAMUI,2008,Rabi       ,Peas & beans (Pulses),48.0,46.0
32714,Bihar,JAMUI,2008,Rabi       ,Potato,922.0,1300.0
32716,Bihar,JAMUI,2008,Rabi       ,Wheat,14107.0,13100.0
32717,Bihar,JAMUI,2008,Summer     ,Maize,225.0,720.0
32718,Bihar,JAMUI,2008,Summer     ,Moong(Green Gram),1.0,1.0
32719,Bihar,JAMUI,2008,Whole Year ,Onion,51.0,449.0
32720,Bihar,JAMUI,2008,Whole Year ,Sugarcane,619.0,10028.0
32721,Bihar,JAMUI,2008,Winter     ,Rice,41565.0,71441.0
32722,Bihar,JAMUI,2009,Autumn     ,Maize,2753.0,4614.0
32723,Bihar,JAMUI,2009,Autumn     ,Rice,23.0,22.0
32725,Bihar,JAMUI,2009,Kharif     ,Horse-gram,635.0,611.0
32726,Bihar,JAMUI,2009,Kharif     ,Moong(Green Gram),29.0,19.0
32728,Bihar,JAMUI,2009,Kharif     ,Urad,1.0,1.0
32729,Bihar,JAMUI,2009,Rabi       ,Barley,24.0,19.0
32730,Bihar,JAMUI,2009,Rabi       ,Gram,376.0,415.0
32731,Bihar,JAMUI,2009,Rabi       ,Khesari,88.0,88.0
32732,Bihar,JAMUI,2009,Rabi       ,Linseed,78.0,66.0
32733,Bihar,JAMUI,2009,Rabi       ,Maize,15.0,39.0
32736,Bihar,JAMUI,2009,Rabi       ,Wheat,6859.0,6780.0
32737,Bihar,JAMUI,2009,Summer     ,Maize,32.0,48.0
32738,Bihar,JAMUI,2009,Summer     ,Moong(Green Gram),40.0,41.0
32739,Bihar,JAMUI,2009,Whole Year ,Sugarcane,76.0,2852.0
32740,Bihar,JAMUI,2009,Winter     ,Rice,37662.0,34745.0
32741,Bihar,JAMUI,2010,Autumn     ,Maize,2746.0,7008.0
32742,Bihar,JAMUI,2010,Autumn     ,Rice,24.0,26.0
32744,Bihar,JAMUI,2010,Kharif     ,Horse-gram,607.0,573.0
32745,Bihar,JAMUI,2010,Kharif     ,Moong(Green Gram),36.0,24.0
32747,Bihar,JAMUI,2010,Kharif     ,Urad,1.0,1.0
32748,Bihar,JAMUI,2010,Rabi       ,Barley,51.0,47.0
32749,Bihar,JAMUI,2010,Rabi       ,Gram,458.0,490.0
32750,Bihar,JAMUI,2010,Rabi       ,Khesari,83.0,65.0
32751,Bihar,JAMUI,2010,Rabi       ,Linseed,90.0,74.0
32752,Bihar,JAMUI,2010,Rabi       ,Maize,20.0,84.0
32754,Bihar,JAMUI,2010,Rabi       ,Peas & beans (Pulses),1.0,1.0
32756,Bihar,JAMUI,2010,Rabi       ,Wheat,7552.0,11303.0
32757,Bihar,JAMUI,2010,Summer     ,Maize,34.0,79.0
32758,Bihar,JAMUI,2010,Summer     ,Moong(Green Gram),39.0,39.0
32759,Bihar,JAMUI,2010,Whole Year ,Sugarcane,2390.0,161588.0
32760,Bihar,JAMUI,2010,Winter     ,Rice,35742.0,14950.0
32761,Bihar,JAMUI,2011,Autumn     ,Maize,2754.0,6743.0
32762,Bihar,JAMUI,2011,Autumn     ,Rice,27.0,43.0
32764,Bihar,JAMUI,2011,Kharif     ,Horse-gram,626.0,596.0
32765,Bihar,JAMUI,2011,Kharif     ,Moong(Green Gram),36.0,22.0
32767,Bihar,JAMUI,2011,Kharif     ,Urad,1.0,1.0
32768,Bihar,JAMUI,2011,Rabi       ,Barley,51.0,35.0
32769,Bihar,JAMUI,2011,Rabi       ,Gram,467.0,587.0
32770,Bihar,JAMUI,2011,Rabi       ,Khesari,81.0,74.0
32771,Bihar,JAMUI,2011,Rabi       ,Linseed,87.0,75.0
32772,Bihar,JAMUI,2011,Rabi       ,Maize,20.0,126.0
32774,Bihar,JAMUI,2011,Rabi       ,Peas & beans (Pulses),1.0,1.0
32776,Bihar,JAMUI,2011,Rabi       ,Wheat,7516.0,20486.0
